lat,lon,date,hour,total_count,occupied_count,occupancy_rate
-37.8196255977317,144.95611916113896,2025-08-03,13,1,0,0.0
-37.81961403359331,144.94972824250124,2025-06-17,12,1,0,0.0
-37.81961385206357,144.94424841015024,2025-08-03,11,1,0,0.0
-37.819612429979095,144.95453219490963,2025-08-03,12,1,0,0.0
-37.81961194709902,144.95652096544404,2025-08-03,12,1,1,1.0
-37.81960619035584,144.95618762017233,2025-08-03,9,1,0,0.0
-37.81960518912028,144.95052582905598,2025-06-17,8,1,1,1.0
-37.81960202890161,144.95733045913215,2025-08-03,13,1,0,0.0
-37.81959659580849,144.94494170325518,2025-08-03,11,1,0,0.0
-37.819595209964405,144.94431238082225,2025-08-03,12,1,0,0.0
-37.81959144964242,144.9565930457811,2025-08-03,11,1,0,0.0
-37.81958733493094,144.94585276802383,2025-08-03,6,1,0,0.0
-37.81958584031267,144.9562674680712,2025-08-03,12,1,0,0.0
-37.819578635275995,144.945003689975,2025-06-08,6,1,1,1.0
-37.81957378096871,144.94470621132717,2025-08-03,10,1,0,0.0
-37.819569347328084,144.94969301197855,2025-06-17,12,1,0,0.0
-37.81956463086485,144.94473774153047,2025-08-03,13,1,0,0.0
-37.81956200920658,144.95450901453108,2025-08-03,13,1,0,0.0
-37.81955745298548,144.94369160324493,2025-08-03,10,1,0,0.0
-37.81955547738714,144.94476935934006,2025-08-03,12,1,0,0.0
-37.81954857202497,144.95730605648407,2025-08-03,5,1,0,0.0
-37.81954632984909,144.9448009914606,2025-08-03,11,1,0,0.0
-37.81954176999457,144.95047574179642,2025-06-17,11,1,0,0.0
-37.819537177596004,144.94483260294783,2025-08-03,13,1,0,0.0
-37.81953183333034,144.95680415896118,2023-10-09,22,1,0,0.0
-37.8195280019909,144.94486454941546,2025-05-21,7,1,0,0.0
-37.81951519436584,144.95686302358183,2023-10-09,22,1,0,0.0
-37.819511884723795,144.94492009023043,2025-08-03,12,1,0,0.0
-37.81951168305361,144.95448607010178,2025-08-03,13,1,0,0.0
-37.81950281828918,144.94495134381808,2025-08-03,11,1,0,0.0
-37.81950158229296,144.9436659431201,2025-08-03,11,1,0,0.0
-37.81949368259774,144.94498293410157,2025-08-03,2,1,1,1.0
-37.81949229126401,144.95043664145663,2025-06-17,12,1,0,0.0
-37.81948832943466,144.94863704876167,2024-12-25,5,1,0,0.0
-37.81948453284795,144.94501450488727,2023-02-13,4,1,0,0.0
-37.81947538861725,144.94504612205213,2025-08-03,7,1,0,0.0
-37.819466221474826,144.94507795509554,2025-08-03,4,1,0,0.0
-37.81946336069489,144.95446401969423,2025-08-03,12,1,0,0.0
-37.81944571159547,144.9436402835995,2025-08-03,10,1,0,0.0
-37.819434297815846,144.94863483090833,2024-12-25,5,1,1,1.0
-37.81943018742679,144.95038763274167,2025-06-17,12,1,0,0.0
-37.8194262431346,144.94842132762162,2024-12-25,0,1,1,1.0
-37.81938983073863,144.94361466018285,2025-08-03,13,1,0,0.0
-37.819380266187366,144.94863278873714,2024-12-24,11,1,0,0.0
-37.81936996095439,144.94841920309545,2024-12-25,3,1,1,1.0
-37.81936026692852,144.9454449776039,2025-08-01,12,1,0,0.0
-37.81935162943479,144.94547434286818,2025-08-03,11,1,0,0.0
-37.819342766379386,144.94550482424316,2025-08-03,11,1,0,0.0
-37.81933640648754,144.94359021203934,2025-02-14,21,1,1,1.0
-37.81932658145388,144.94556048401455,2025-08-03,1,1,0,0.0
-37.81932623235019,144.94863069427277,2024-12-25,5,1,0,0.0
-37.81931716372279,144.94559338830783,2025-08-03,1,1,1,1.0
-37.81931142504216,144.94841714045486,2024-12-25,4,1,1,1.0
-37.81930770047215,144.94562615745838,2025-08-03,1,1,0,0.0
-37.81930428621163,144.95758236403657,2025-08-03,11,1,1,1.0
-37.819298252193164,144.94565893411232,2025-08-03,1,1,0,0.0
-37.819288804365065,144.9456917106085,2025-08-03,8,1,0,0.0
-37.81928553604228,144.95764690502048,2025-08-03,9,1,1,1.0
-37.819280182601176,144.94572153087861,2025-08-03,12,1,0,0.0
-37.81927219883438,144.94862868054065,2024-12-25,3,1,0,0.0
-37.81926742928211,144.95770932065443,2025-08-03,10,1,1,1.0
-37.81926491040353,144.94577454521684,2025-08-03,7,1,0,0.0
-37.819257098929555,144.95741383960632,2025-04-14,17,1,1,1.0
-37.81925559514887,144.94580653930845,2025-08-03,10,1,0,0.0
-37.81925513712234,144.94841503696148,2024-12-25,3,1,1,1.0
-37.81924644084633,144.94583855541015,2025-05-05,7,1,0,0.0
-37.81923720373574,144.9458705875934,2025-08-03,11,1,0,0.0
-37.81922796872939,144.94590260169554,2025-08-03,1,1,0,0.0
-37.8192216250759,144.95690531385517,2025-08-03,8,1,1,1.0
-37.819219255459195,144.94593289115932,2025-08-03,7,1,0,0.0
-37.81921901366228,144.94941671368198,2025-06-17,13,1,0,0.0
-37.81921816730883,144.94862665826858,2024-12-25,3,1,1,1.0
-37.819201103676086,144.94841290060373,2024-12-25,1,1,1,1.0
-37.81917079251646,144.9568819224952,2025-08-03,12,1,0,0.0
-37.81917050340564,144.94937846758012,2025-06-16,22,1,1,1.0
-37.819164134257704,144.94862453993778,2024-12-25,4,1,0,0.0
-37.819144821389955,144.9484106249023,2024-12-25,4,1,1,1.0
-37.819131668443475,144.95784547999037,2025-08-03,13,1,0,0.0
-37.819114005368036,144.9579063387825,2025-08-03,13,1,0,0.0
-37.81911258809131,144.94429409405717,2025-08-03,11,1,0,0.0
-37.819110106616506,144.94862249379813,2024-12-25,3,1,1,1.0
-37.819103666167436,144.95710014091696,2025-08-03,9,1,1,1.0
-37.819095433550245,144.95797035198845,2025-08-03,9,1,1,1.0
-37.819089924762366,144.94931493639706,2025-06-17,10,1,0,0.0
-37.81908854042532,144.94840846913183,2024-12-25,5,1,1,1.0
-37.81907679921537,144.95803435114055,2025-08-03,12,1,1,1.0
-37.81906594004384,144.94427304255927,2025-08-03,11,1,0,0.0
-37.819059124616615,144.9580950823349,2025-08-03,10,1,0,0.0
-37.819058968305484,144.95707939795471,2025-08-03,11,1,0,0.0
-37.81905607459451,144.9486203731115,2024-12-25,4,1,1,1.0
-37.819015051789464,144.9442500286765,2025-08-03,11,1,0,0.0
-37.81900897971533,144.95705640295333,2025-08-03,9,1,1,1.0
-37.81900650221777,144.95862616886228,2023-10-17,21,1,0,0.0
-37.819002040761376,144.94861828604726,2024-12-25,2,1,1,1.0
-37.818999563895304,144.95829966942395,2025-08-03,10,1,0,0.0
-37.818980877119415,144.95964572075712,2023-12-13,7,1,0,0.0
-37.8189578188653,144.95703274251778,2025-08-03,13,1,0,0.0
-37.81894800850581,144.9486161388167,2024-03-17,11,1,1,1.0
-37.818911420817656,144.9589517425736,2025-08-03,9,1,0,0.0
-37.81890677230972,144.95700903480093,2025-08-03,13,1,0,0.0
-37.81890081950156,144.95864046417074,2025-08-03,8,1,1,1.0
-37.81889397532929,144.94861406028332,2024-03-17,11,1,0,0.0
-37.81889225575706,144.9590179046922,2025-08-03,8,1,1,1.0
-37.818882455227026,144.9587045572627,2025-08-03,10,1,0,0.0
-37.81887368145436,144.9545486799141,2025-08-03,13,1,0,0.0
-37.81887307662266,144.95908404503012,2025-08-03,12,1,1,1.0
-37.81886486643933,144.95876599500565,2025-08-03,13,1,0,0.0
-37.818854986469205,144.956985175657,2025-08-03,13,1,0,0.0
-37.818853903812,144.95915015842814,2025-08-03,12,1,0,0.0
-37.81884743600378,144.9546404003079,2025-08-03,13,1,0,0.0
-37.81884401706035,144.9499249253489,2025-05-16,23,1,0,0.0
-37.81883994533063,144.94861198065314,2024-03-17,9,1,0,0.0
-37.818834738617184,144.95921629702167,2025-08-03,8,1,0,0.0
-37.81881556568095,144.95928245388615,2025-08-03,6,1,0,0.0
-37.81881247718192,144.94768061587257,2024-12-25,5,1,0,0.0
-37.818803825989605,144.95696170533336,2025-08-03,12,1,0,0.0
-37.81879598802617,144.94773866306133,2024-12-25,4,1,1,1.0
-37.818778775339354,144.9477980830452,2024-12-25,5,1,1,1.0
-37.8187600792066,144.94786205769583,2024-12-25,1,1,1,1.0
-37.81875300214385,144.95693807006973,2025-08-03,12,1,0,0.0
-37.81874137382407,144.94792655502627,2024-12-25,1,1,1,1.0
-37.81872438284974,144.95564103766725,2024-03-04,22,1,1,1.0
-37.81870223318014,144.95691458482557,2025-08-03,7,1,0,0.0
-37.81869849217583,144.94807443933206,2024-12-25,2,1,1,1.0
-37.818697732486505,144.95573756544826,2024-03-06,20,1,1,1.0
-37.81868158999858,144.94813305717116,2024-12-24,23,1,0,0.0
-37.81867994915778,144.95579934684184,2024-03-07,2,1,0,0.0
-37.81867159918419,144.96361337707268,2025-08-03,13,1,1,1.0
-37.81866478932355,144.94819126833528,2024-12-25,4,1,1,1.0
-37.81865302273701,144.96367748730736,2025-08-03,13,1,1,1.0
-37.81865149561024,144.9568911084284,2025-08-03,11,1,0,0.0
-37.81863446449026,144.96374150071273,2025-08-03,8,1,1,1.0
-37.8186172877065,144.96312847381205,2025-08-03,13,1,0,0.0
-37.8186009645687,144.9622289233225,2025-08-03,11,1,1,1.0
-37.818600785721294,144.9568677188758,2025-08-03,4,1,0,0.0
-37.818598150066144,144.9631951476772,2025-08-03,13,1,0,0.0
-37.81857975751947,144.96325920661852,2025-08-03,13,1,1,1.0
-37.81857432698953,144.9556004387088,2025-08-03,10,1,1,1.0
-37.81856181478064,144.95999890529984,2025-08-03,12,1,1,1.0
-37.81856131050917,144.9633232948234,2025-08-03,7,1,0,0.0
-37.8185561346571,144.95566398621668,2025-08-03,13,1,1,1.0
-37.818545919460334,144.96220366659048,2025-08-03,13,1,0,0.0
-37.818544379483654,144.96005669495756,2025-08-03,6,1,1,1.0
-37.8185430579414,144.96338738698418,2025-01-09,13,1,0,0.0
-37.818541344215724,144.9623258559302,2025-08-03,11,1,1,1.0
-37.81853717941904,144.95573016418047,2025-08-03,13,1,0,0.0
-37.81852512675538,144.9601203764766,2025-08-03,13,1,1,1.0
-37.81852457756679,144.962895139982,2025-08-03,9,1,1,1.0
-37.81851949643807,144.96231585094733,2025-08-03,13,1,1,1.0
-37.81851813189846,144.95579587661973,2025-06-10,10,1,0,0.0
-37.81850610809943,144.96018416019913,2025-08-03,12,1,0,0.0
-37.81850443961544,144.95941275000223,2024-03-13,2,1,1,1.0
-37.81849790257002,144.9623059616652,2025-08-03,11,1,1,1.0
-37.8184925684276,144.96217929229044,2025-08-03,13,1,1,1.0
-37.818487336629275,144.96024806645505,2025-08-03,13,1,0,0.0
-37.81847630914179,144.96229607296874,2025-08-03,13,1,1,1.0
-37.81846855746919,144.9603119383182,2025-08-03,9,1,1,1.0
-37.818463471165515,144.9559872492511,2025-08-03,12,1,1,1.0
-37.81846334890325,144.96241565043712,2025-08-03,11,1,1,1.0
-37.81846081686636,144.95982690855809,2025-07-31,23,1,0,0.0
-37.81845471527226,144.96228618311764,2025-08-03,11,1,1,1.0
-37.81844776554182,144.95938672872117,2024-03-13,3,1,1,1.0
-37.818445354787656,144.9560505543605,2025-08-03,11,1,0,0.0
-37.81843924035451,144.9621548653592,2025-08-03,12,1,1,1.0
-37.81843814954633,144.98183506987596,2024-11-03,7,1,0,0.0
-37.81842681830983,144.95611514335633,2025-08-03,13,1,0,0.0
-37.81841252147747,144.96239243696846,2025-08-03,13,1,1,1.0
-37.81839907395185,144.96226072406253,2025-08-03,12,1,1,1.0
-37.818396184799624,144.95936308207587,2024-03-13,3,1,1,1.0
-37.8183818821285,144.98184481721051,2024-11-03,7,1,0,0.0
-37.81837717908482,144.96225070506367,2025-08-03,12,1,1,1.0
-37.81836934729492,144.96212279568851,2025-08-03,13,1,1,1.0
-37.818361502543596,144.96282088708273,2025-08-03,13,1,1,1.0
-37.81835552311773,144.96224079538567,2025-08-03,12,1,1,1.0
-37.8183352010723,144.96235620749508,2025-08-03,12,1,1,1.0
-37.81833392755065,144.9622309130329,2025-08-03,11,1,0,0.0
-37.81833041275837,144.95933285947388,2024-03-13,3,1,0,0.0
-37.818325659030904,144.98185479447943,2024-11-03,7,1,0,0.0
-37.81832366163701,144.96029833485363,2025-08-03,13,1,1,1.0
-37.8183134106813,144.9620969422225,2025-08-03,12,1,1,1.0
-37.81831226522772,144.96222100013313,2025-08-03,12,1,1,1.0
-37.81830361037068,144.96036726191556,2025-08-03,13,1,1,1.0
-37.818290669208764,144.9622111183468,2025-08-03,13,1,1,1.0
-37.81828183759697,144.96233178064836,2024-07-09,0,1,0,0.0
-37.81827123676198,144.95930572670258,2024-03-13,1,1,1,1.0
-37.81826944185879,144.98186468619872,2024-11-02,8,1,1,1.0
-37.8182542716343,144.96206932733858,2025-08-03,12,1,1,1.0
-37.81823583353717,144.96218586494632,2025-08-03,12,1,0,0.0
-37.81822848238929,144.96230737028097,2025-08-03,9,1,0,0.0
-37.81822189133538,144.9573994699406,2025-08-03,13,1,0,0.0
-37.8182163616712,144.96106306478598,2025-06-25,5,1,1,1.0
-37.818214172168936,144.96217590301762,2025-08-03,13,1,1,1.0
-37.81821322514499,144.98187457982505,2024-11-03,7,1,0,0.0
-37.81820345794348,144.9574635295486,2025-08-03,13,1,0,0.0
-37.81819811408035,144.9611272047889,2025-07-30,23,1,1,1.0
-37.81819258211774,144.96216597602785,2025-08-03,13,1,1,1.0
-37.818192225454816,144.95693095698667,2025-08-03,13,1,0,0.0
-37.81818609280648,144.96280221763527,2025-08-03,11,1,1,1.0
-37.81817986431971,144.96119133731892,2025-08-03,11,1,0,0.0
-37.81817514263396,144.9622829157367,2025-08-03,12,1,1,1.0
-37.8181740333503,144.9569940034882,2025-08-03,13,1,0,0.0
-37.818170968410556,144.962156073673,2025-08-03,13,1,1,1.0
-37.818161615805494,144.96125547268196,2025-06-25,5,1,1,1.0
-37.818157000802145,144.9818842826984,2024-11-03,7,1,0,0.0
-37.818155655067564,144.9570580944841,2025-08-03,13,1,0,0.0
-37.818149316674784,144.9621461648825,2025-08-03,13,1,0,0.0
-37.81814488782854,144.96131426331482,2025-06-25,3,1,1,1.0
-37.81813881692696,144.96278077148582,2025-08-03,12,1,0,0.0
-37.81813668321815,144.9571243250818,2025-08-03,11,1,1,1.0
-37.8181217992318,144.96225846127587,2025-08-03,12,1,1,1.0
-37.81811848146147,144.9563958555991,2025-08-03,10,1,0,0.0
-37.81811771178083,144.95719055879238,2025-08-03,11,1,0,0.0
-37.818100771376784,144.98189391235002,2024-11-03,5,1,0,0.0
-37.81809874939145,144.95725681122346,2025-08-03,12,1,0,0.0
-37.81809716327688,144.96212211009936,2025-08-03,13,1,1,1.0
-37.81808825796743,144.96275785864265,2025-08-03,13,1,0,0.0
-37.818080128718094,144.95732198251844,2025-08-03,12,1,0,0.0
-37.81807459692086,144.96211177171074,2025-08-03,13,1,1,1.0
-37.81806845854699,144.96223400578788,2025-08-03,13,1,0,0.0
-37.81806760005445,144.95637301784328,2025-08-03,12,1,0,0.0
-37.8180617830255,144.95738607145614,2025-08-03,1,1,1,1.0
-37.81805192407127,144.96210144126218,2025-08-03,13,1,1,1.0
-37.81804995711833,144.96164528316527,2025-08-03,13,1,0,0.0
-37.81804920627489,144.96147879554042,2025-08-03,8,1,0,0.0
-37.81804451906652,144.98190353874162,2024-11-03,6,1,0,0.0
-37.81804341460115,144.95745016149868,2025-08-03,13,1,0,0.0
-37.818033178884235,144.96273290765708,2025-08-03,12,1,0,0.0
-37.81802426809904,144.9575169984426,2025-08-03,12,1,0,0.0
-37.81802211784391,144.9658532676815,2024-05-06,22,1,0,0.0
-37.818020906310394,144.9563521332263,2025-08-03,13,1,0,0.0
-37.81801771286172,144.9540732925061,2025-08-03,13,1,0,0.0
-37.8180129004001,144.96177409706755,2025-08-03,13,1,1,1.0
-37.818011767618245,144.96524469705673,2024-03-29,10,1,0,0.0
-37.81800660511624,144.96162588794874,2025-06-25,4,1,0,0.0
-37.818004480010714,144.95758647921394,2025-08-03,13,1,1,1.0
-37.81800020752271,144.9541341621802,2025-08-03,11,1,0,0.0
-37.81798828158783,144.98191316155962,2024-11-03,9,1,0,0.0
-37.81798180273356,144.95419823407332,2024-04-03,22,1,1,1.0
-37.817973732709454,144.9627059716065,2025-08-03,12,1,0,0.0
-37.81796674995377,144.9577187753099,2025-08-03,11,1,0,0.0
-37.81796339879945,144.9542623065159,2024-04-04,15,1,0,0.0
-37.81795476337355,144.9593455176385,2024-03-13,2,1,1,1.0
-37.817944913409136,144.9583615479179,2025-08-03,12,1,1,1.0
-37.81793247863229,144.962624060189,2025-08-03,6,1,1,1.0
-37.81793202872641,144.98192272902065,2024-11-03,5,1,0,0.0
-37.817926508618086,144.9584256244375,2025-08-03,12,1,0,0.0
-37.81791428652916,144.96267903559766,2025-08-03,12,1,1,1.0
-37.81790814251109,144.95848959042416,2025-08-03,13,1,0,0.0
-37.81789028655849,144.95855355638022,2025-08-03,10,1,0,0.0
-37.81788692600429,144.9579967139111,2025-08-03,13,1,0,0.0
-37.817875784818,144.98193229724149,2024-11-03,7,1,0,0.0
-37.81787193605159,144.958617793055,2025-08-03,13,1,0,0.0
-37.817864926118816,144.9580733832824,2025-08-03,12,1,0,0.0
-37.817859431042564,144.95432048911783,2025-08-03,11,1,1,1.0
-37.817853582833706,144.9586818933499,2025-08-03,12,1,0,0.0
-37.81784719018296,144.9546668200337,2024-04-04,14,1,0,0.0
-37.81784301093078,144.9581499820841,2025-08-03,10,1,0,0.0
-37.817838584407546,144.95439371623473,2024-04-04,16,1,0,0.0
-37.817835191277894,144.95874617291366,2025-08-03,12,1,0,0.0
-37.81782284292312,144.9582202846961,2025-08-03,12,1,1,1.0
-37.817819867448804,144.9544594584814,2024-04-03,23,1,1,1.0
-37.817819533251466,144.98194186601359,2024-11-03,6,1,0,0.0
-37.81781680975926,144.95881050825827,2025-08-03,12,1,1,1.0
-37.81780450336542,144.95828438269166,2025-08-03,12,1,0,0.0
-37.817799183952715,144.95483408114114,2024-04-03,19,1,1,1.0
-37.81778470440018,144.9583533974674,2024-08-06,23,1,0,0.0
-37.817781684238135,144.95489497822973,2024-04-03,22,1,1,1.0
-37.81777764560837,144.95624079241747,2025-08-03,12,1,0,0.0
-37.81776383162773,144.95465611766363,2024-04-03,20,1,1,1.0
-37.81776328170266,144.98195143362153,2024-11-03,5,1,0,0.0
-37.81776326102175,144.9549589773298,2024-04-03,23,1,1,1.0
-37.81774645249117,144.95471712834333,2024-04-03,22,1,1,1.0
-37.81774479847577,144.95502301361205,2024-04-03,22,1,1,1.0
-37.817738497859075,144.96268705572254,2025-08-03,11,1,1,1.0
-37.81773001493447,144.95418519218777,2025-08-03,13,1,0,0.0
-37.81772823363312,144.95855059517947,2024-09-19,7,1,0,0.0
-37.817727463662415,144.95621795351911,2025-08-03,13,1,0,0.0
-37.817726326577485,144.95508703692184,2024-04-03,23,1,0,0.0
-37.81772102446043,144.96274844311608,2025-08-03,11,1,1,1.0
-37.81770986535467,144.95861470513807,2025-08-03,12,1,1,1.0
-37.81770785128694,144.95515107738171,2024-04-03,22,1,1,1.0
-37.81770703057332,144.98196105955498,2024-11-03,7,1,0,0.0
-37.81770272307367,144.96281254166757,2025-08-03,7,1,1,1.0
-37.81768937506971,144.95521511779842,2024-04-03,21,1,1,1.0
-37.8176844271916,144.9628766699704,2025-08-03,12,1,0,0.0
-37.81767713241681,144.956195114485,2025-08-03,13,1,0,0.0
-37.81767090350456,144.95527914160846,2024-04-04,15,1,0,0.0
-37.817666111265154,144.9629407575873,2025-08-03,11,1,1,1.0
-37.81766476874189,144.9536377149446,2025-03-25,0,1,0,0.0
-37.81765243612145,144.95534314989754,2024-04-04,15,1,0,0.0
-37.81765078540836,144.98197075682265,2024-11-03,6,1,0,0.0
-37.817647807215906,144.96300491158732,2025-08-03,12,1,1,1.0
-37.817631960140055,144.95541409698671,2024-11-28,3,1,0,0.0
-37.81762950144717,144.96306901288006,2025-08-03,9,1,1,1.0
-37.81761390352028,144.95361436708527,2025-08-03,13,1,0,0.0
-37.817612595187065,144.95413131088787,2025-08-03,7,1,1,1.0
-37.817611198618394,144.96313312388034,2025-08-03,12,1,1,1.0
-37.81760931195645,144.95549253042145,2025-08-03,12,1,0,0.0
-37.817594548242845,144.98198047448764,2024-11-03,9,1,1,1.0
-37.81759365761293,144.9552596352234,2025-08-03,12,1,1,1.0
-37.81759364574171,144.96319459325719,2025-08-03,13,1,1,1.0
-37.81758663421112,144.95557113862753,2025-08-03,9,1,0,0.0
-37.81757659693908,144.9553194889391,2025-08-03,12,1,0,0.0
-37.81756615469635,144.95564220227078,2024-04-03,22,1,1,1.0
-37.81754767470018,144.95570625683084,2024-04-04,14,1,0,0.0
-37.81754721494184,144.95358230242027,2025-08-03,11,1,1,1.0
-37.8175383122974,144.98199015417129,2024-11-03,6,1,0,0.0
-37.81752919296524,144.95577029762285,2024-04-03,23,1,1,1.0
-37.81751071462992,144.95583433895183,2024-04-03,23,1,1,1.0
-37.81749654217096,144.9535589917993,2025-08-03,13,1,0,0.0
-37.81749251773816,144.9555587965791,2025-08-03,10,1,0,0.0
-37.8174922362588,144.95589837165957,2024-04-03,23,1,1,1.0
-37.817482073005785,144.98199983065277,2024-11-03,8,1,1,1.0
-37.817473566816275,144.95562565210741,2025-08-03,9,1,0,0.0
-37.81747138402189,144.9617132756285,2025-08-03,12,1,0,0.0
-37.81745233223719,144.95570051081125,2025-08-03,12,1,0,0.0
-37.81744578216494,144.95353562764575,2025-08-03,13,1,1,1.0
-37.81742582555694,144.98200944553244,2024-11-03,7,1,0,0.0
-37.817412610968425,144.96180813720161,2025-08-03,13,1,1,1.0
-37.81739977191179,144.9616806797212,2025-08-03,12,1,0,0.0
-37.81739501171731,144.95351225867483,2025-08-03,12,1,0,0.0
-37.81735093858823,144.96178010765098,2025-08-03,11,1,1,1.0
-37.817344679211566,144.96165560414704,2025-08-03,12,1,0,0.0
-37.81734412452362,144.9534887894613,2025-08-03,10,1,1,1.0
-37.817334516747486,144.96048215380262,2024-12-23,11,1,0,0.0
-37.81732918409801,144.9617701448845,2025-08-03,13,1,1,1.0
-37.81731709210602,144.96054316903195,2025-06-09,12,1,0,0.0
-37.81731334069316,144.98202867869423,2024-11-03,7,1,0,0.0
-37.81730758721328,144.96176027268046,2025-08-03,13,1,0,0.0
-37.81730369517773,144.96420756826834,2025-08-03,13,1,1,1.0
-37.817298204837954,144.9606094090057,2025-08-03,4,1,0,0.0
-37.81729431696377,144.95346589250374,2025-08-03,11,1,1,1.0
-37.81728823580427,144.96162989440703,2025-08-03,12,1,0,0.0
-37.81728599077816,144.961750395164,2025-08-03,13,1,1,1.0
-37.81728109902825,144.9677264771886,2025-08-03,13,1,0,0.0
-37.81727844911076,144.96067754707826,2025-08-03,4,1,1,1.0
-37.81726439571307,144.96174051759118,2025-08-03,2,1,1,1.0
-37.817259031680905,144.96780288709834,2025-08-03,12,1,1,1.0
-37.81725853501433,144.9607456594689,2025-08-03,11,1,0,0.0
-37.81725708725358,144.98203829240123,2024-11-03,6,1,0,0.0
-37.81724258671323,144.96173054042305,2025-08-03,13,1,0,0.0
-37.8172423412333,144.96853430210422,2025-08-03,8,1,0,0.0
-37.81723992622352,144.9608097665728,2025-08-03,11,1,1,1.0
-37.8172368356614,144.967879074441,2025-08-03,13,1,0,0.0
-37.8172219315625,144.96087150673998,2025-08-03,11,1,0,0.0
-37.81722164040342,144.96860538499686,2025-07-30,3,1,1,1.0
-37.817217334803146,144.9559842619019,2025-08-03,11,1,0,0.0
-37.81721448155689,144.96795514055805,2024-08-10,10,1,0,0.0
-37.81720377684749,144.96037233214406,2025-08-03,13,1,1,1.0
-37.81720084818549,144.98204793367404,2024-11-03,6,1,0,0.0
